bytes,average_time_ms
3703816,417.7
3704840,400.9
3705864,426.2
3706888,427.2
3707912,415.1
3708936,433.1
3709960,449.2
3710984,422.8
3712008,438.5
3713032,419.8
3714056,418.0
3715080,429.9
3716104,429.9
3717128,404.4
3718152,432.2
3719176,405.9
3720200,420.8
3721224,443.1
3722248,428.7
3723272,459.7
3724296,444.0
3725320,422.0
3726344,418.3
3727368,432.9
3728392,426.0
3729416,433.3
3730440,415.7
3731464,419.1
3732488,444.1
3733512,435.2
3734536,412.9
3735560,442.9
3736584,449.6
3737608,413.1
3738632,411.9
3739656,438.8
3740680,416.1
3741704,406.7
3742728,433.9
3743752,430.7
3744776,413.7
3745800,421.1
3746824,450.1
3747848,439.2
3748872,415.1
3749896,436.7
3750920,445.6
3751944,412.5
3752968,426.3
3753992,424.4
3755016,427.0
3756040,408.9
3757064,457.8
3758088,440.5
3759112,431.8
3760136,412.3
3761160,429.0
3762184,416.1
3763208,436.9
3764232,441.3
3765256,430.9
3766280,414.6
3767304,427.3
3768328,422.7
3769352,428.5
3770376,440.3
3771400,413.3
3772424,426.3
3773448,426.1
3774472,441.3
3775496,409.1
3776520,431.3
3777544,426.5
3778568,436.3
3779592,424.7
3780616,407.2
3781640,430.9
3782664,414.6
3783688,432.5
3784712,419.2
3785736,407.2
3786760,429.0
3787784,441.7
3788808,422.7
3789832,439.2
3790856,417.6
3791880,414.0
3792904,424.2
3793928,429.9
3794952,583.4
